,Purchases,Sales,Mid-rate,Spread,Dep(+)/App(-),,,,
,Weighted Avg.,Weighted  Avg.,(UgShs/US$),(UgShs),(UgShs),,,,
Month,(UgShs/US$),(UgShs/US$),,,,,,,
,,,,,,,,,
,,,,,,,,,
9-Nov-09," 1,871.79 "," 1,881.63 ","1,876.71",9.84,-0.74,,,,
10-Nov-09," 1,875.79 "," 1,885.80 ","1,880.80",10.01,4.09,,,,
11-Nov-09," 1,876.14 "," 1,885.74 ","1,880.94",9.60,0.14,,,,
12-Nov-09," 1,867.32 "," 1,877.63 ","1,872.48",10.31,-8.47,,,,
13-Nov-09," 1,872.10 "," 1,881.88 ","1,876.99",9.78,4.52,,,,
16-Nov-09," 1,862.95 "," 1,872.78 ","1,867.87",9.83,-9.13,,,,
17-Nov-09," 1,858.92 "," 1,868.97 ","1,863.95",10.05,-3.92,,,,
18-Nov-09," 1,858.58 "," 1,866.96 ","1,862.77",8.38,-1.18,,,,
19-Nov-09," 1,859.61 "," 1,869.41 ","1,864.51",9.80,1.74,,,,
20-Nov-09," 1,864.87 "," 1,874.40 ","1,869.64",9.53,5.13,,,,
23-Nov-09," 1,867.39 "," 1,876.63 ","1,872.01",9.24,2.38,,,,
24-Nov-09," 1,868.94 "," 1,878.13 ","1,873.54",9.19,1.52,,,,
25-Nov-09," 1,868.63 "," 1,878.78 ","1,873.71",10.15,0.17,,,,
26-Nov-09," 1,868.52 "," 1,878.52 ","1,873.52",10.00,-0.18,,,,
30-Nov-09," 1,865.82 "," 1,875.65 ","1,870.74",9.83,-2.78,,,,
1-Dec-09," 1,867.67 "," 1,875.01 ","1,871.34",7.34,0.61,,,,
2-Dec-09," 1,860.58 "," 1,870.36 ","1,865.47",9.78,-5.87,,,,
3-Dec-09," 1,858.79 "," 1,868.63 ","1,863.71",9.84,-1.76,,,,
4-Dec-09," 1,857.71 "," 1,867.53 ","1,862.62",9.82,-1.09,,,,
7-Dec-09," 1,858.36 "," 1,868.21 ","1,863.29",9.85,0.66,,,,
8-Dec-09," 1,860.00 "," 1,869.98 ","1,864.99",9.98,1.71,,,,
9-Dec-09," 1,868.53 "," 1,878.61 ","1,873.57",10.08,8.58,,,,
10-Dec-09," 1,884.86 "," 1,897.28 ","1,891.07",12.42,17.50,,,,
11-Dec-09," 1,923.26 "," 1,933.63 ","1,928.45",10.37,37.38,,,,
14-Dec-09," 1,925.21 "," 1,935.58 ","1,930.40",10.37,1.95,,,,
15-Dec-09," 1,918.29 "," 1,929.07 ","1,923.68",10.78,-6.72,,,,
16-Dec-09," 1,923.07 "," 1,933.27 ","1,928.17",10.20,4.49,,,,
17-Dec-09," 1,912.44 "," 1,922.51 ","1,917.48",10.07,-10.70,,,,
18-Dec-09," 1,910.96 "," 1,921.40 ","1,916.18",10.44,-1.29,,,,
21-Dec-09," 1,905.61 "," 1,916.05 ","1,910.83",10.44,-5.35,,,,
22-Dec-09," 1,896.29 "," 1,906.68 ","1,901.49",10.39,-9.34,,,,
23-Dec-09," 1,898.12 "," 1,908.32 ","1,903.22",10.20,1.73,,,,
24-Dec-09," 1,895.32 "," 1,905.83 ","1,900.58",10.51,-2.64,,,,
28-Dec-09," 1,894.99 "," 1,905.12 ","1,900.06",10.13,-0.52,,,,
29-Dec-09," 1,901.18 "," 1,911.26 ","1,906.22",10.08,6.17,,,,
30-Dec-09," 1,898.47 "," 1,908.57 ","1,903.52",10.10,-2.70,,,,
31-Dec-09," 1,894.59 "," 1,904.83 ","1,899.71",10.24,-3.81,,,,
4-Jan-10," 1,904.50 "," 1,915.87 ","1,910.19",11.37,10.47,,,,
5-Jan-10," 1,913.31 "," 1,923.59 ","1,918.45",10.28,8.26,,,,
6-Jan-10," 1,913.17 "," 1,923.22 ","1,918.20",10.05,-0.25,,,,
7-Jan-10," 1,912.46 "," 1,922.23 ","1,917.35",9.77,-0.85,,,,
8-Jan-10," 1,917.50 "," 1,927.43 ","1,922.47",9.93,5.12,,,,
11-Jan-10," 1,916.80 "," 1,926.86 ","1,921.83",10.06,-0.64,,,,
12-Jan-10," 1,915.05 "," 1,925.08 ","1,920.07",10.03,-1.76,,,,
13-Jan-10," 1,918.28 "," 1,928.53 ","1,923.41",10.25,3.34,,,,
14-Jan-10," 1,919.48 "," 1,929.52 ","1,924.50",10.04,1.10,,,,
15-Jan-10," 1,925.21 "," 1,935.24 ","1,930.23",10.03,5.72,,,,
18-Jan-10," 1,925.86 "," 1,935.87 ","1,930.87",10.01,0.64,,,,
19-Jan-10," 1,936.81 "," 1,947.02 ","1,941.92",10.21,11.05,,,,
20-Jan-10," 1,949.47 "," 1,960.73 ","1,955.10",11.26,13.19,,,,
21-Jan-10," 1,960.73 "," 1,971.00 ","1,965.87",10.27,10.77,,,,
22-Jan-10," 1,956.38 "," 1,967.05 ","1,961.72",10.67,-4.15,,,,
25-Jan-10," 1,953.65 "," 1,964.25 ","1,958.95",10.60,-2.77,,,,
27-Jan-10," 1,953.88 "," 1,964.08 ","1,958.98",10.20,0.03,,,,
28-Jan-10," 1,943.14 "," 1,952.21 ","1,947.68",9.07,-11.30,,,,
29-Jan-10," 1,943.36 "," 1,954.97 ","1,949.17",11.61,1.49,,,,
1-Feb-10," 1,944.98 "," 1,955.18 ","1,950.08",10.20,0.91,,,,
2-Feb-10," 1,945.42 "," 1,955.53 ","1,950.48",10.11,0.39,,,,
3-Feb-10," 1,954.09 "," 1,963.96 ","1,959.03",9.87,8.55,,,,
4-Feb-10," 1,964.76 "," 1,974.87 ","1,969.82",10.11,10.79,,,,
5-Feb-10," 1,977.90 "," 1,988.05 ","1,982.98",10.15,13.16,,,,
8-Feb-10," 1,979.54 "," 1,989.77 ","1,984.66",10.23,1.68,,,,
9-Feb-10," 1,976.65 "," 1,986.47 ","1,981.56",9.82,-3.10,,,,
10-Feb-10," 1,978.83 "," 1,988.68 ","1,983.76",9.85,2.20,,,,
11-Feb-10," 1,980.01 "," 1,989.95 ","1,984.98",9.94,1.22,,,,
12-Feb-10," 1,999.10 "," 2,009.52 ","2,004.31",10.42,19.33,,,,
15-Feb-10," 2,009.85 "," 2,019.98 ","2,014.92",10.13,10.61,,,,
16-Feb-10," 2,010.45 "," 2,020.57 ","2,015.51",10.12,0.60,,,,
17-Feb-10," 2,010.37 "," 2,020.44 ","2,015.41",10.07,-0.11,,,,
18-Feb-10," 2,010.57 "," 2,020.35 ","2,015.46",9.78,0.06,,,,
19-Feb-10," 2,006.56 "," 2,016.85 ","2,011.71",10.29,-3.76,,,,
22-Feb-10," 1,997.53 "," 2,008.25 ","2,002.89",10.72,-8.82,,,,
23-Feb-10," 2,000.74 "," 2,010.68 ","2,005.71",9.94,2.82,,,,
24-Feb-10," 2,013.39 "," 2,026.69 ","2,020.04",13.30,14.33,,,,
25-Feb-10," 2,026.27 "," 2,037.76 ","2,032.02",11.49,11.97,,,,
26-Feb-10," 2,039.88 "," 2,051.00 ","2,045.44",11.12,13.43,,,,
1-Mar-10," 2,042.41 "," 2,052.75 ","2,047.58",10.34,2.14,,,,
2-Mar-10," 2,047.36 "," 2,058.20 ","2,052.78",10.84,5.20,,,,
3-Mar-10," 2,049.85 "," 2,060.70 ","2,055.28",10.85,2.49,,,,
4-Mar-10," 2,043.46 "," 2,053.95 ","2,048.71",10.49,-6.57,,,,
5-Mar-10," 2,049.44 "," 2,059.86 ","2,054.65",10.42,5.95,,,,
9-Mar-10," 2,052.86 "," 2,063.06 ","2,057.96",10.20,3.31,,,,
10-Mar-10," 2,062.53 "," 2,072.88 ","2,067.71",10.35,9.74,,,,
11-Mar-10," 2,068.85 "," 2,079.58 ","2,074.22",10.73,6.51,,,,
12-Mar-10," 2,081.21 "," 2,091.73 ","2,086.47",10.52,12.26,,,,
15-Mar-10," 2,084.01 "," 2,094.30 ","2,089.16",10.29,2.68,,,,
16-Mar-10," 2,090.00 "," 2,100.39 ","2,095.20",10.39,6.04,,,,
17-Mar-10," 2,095.14 "," 2,105.43 ","2,100.29",10.29,5.09,,,,
18-Mar-10," 2,115.26 "," 2,125.95 ","2,120.61",10.69,20.32,,,,
19-Mar-10," 2,128.99 "," 2,139.03 ","2,134.01",10.04,13.41,,,,
22-Mar-10," 2,132.41 "," 2,142.93 ","2,137.67",10.52,3.66,,,,
23-Mar-10," 2,123.49 "," 2,133.86 ","2,128.68",10.37,-8.99,,,,
24-Mar-10," 2,120.37 "," 2,130.65 ","2,125.51",10.28,-3.16,,,,
25-Mar-10," 2,098.23 "," 2,112.37 ","2,105.30",14.14,-20.21,,,,
26-Mar-10," 2,075.15 "," 2,093.32 ","2,084.24",18.17,-21.07,,,,
29-Mar-10," 2,059.70 "," 2,071.42 ","2,065.56",11.72,-18.68,,,,
30-Mar-10," 2,078.60 "," 2,089.75 ","2,084.18",11.15,18.62,,,,
31-Mar-10," 2,079.21 "," 2,089.48 ","2,084.35",10.27,0.17,,,,
1-Apr-10," 2,068.00 "," 2,078.72 ","2,073.36",10.72,-10.99,,,,
6-Apr-10," 2,065.87 "," 2,077.11 ","2,071.49",11.24,-1.87,,,,
7-Apr-10," 2,071.12 "," 2,082.17 ","2,076.65",11.05,5.16,,,,
8-Apr-10," 2,072.47 "," 2,082.98 ","2,077.73",10.51,1.08,,,,
9-Apr-10," 2,064.34 "," 2,075.23 ","2,069.79",10.89,-7.94,,,,
12-Apr-10," 2,057.76 "," 2,067.84 ","2,062.80",10.08,-6.98,,,,
13-Apr-10," 2,074.61 "," 2,084.91 ","2,079.76",10.30,16.96,,,,
14-Apr-10," 2,074.41 "," 2,084.78 ","2,079.60",10.37,-0.16,,,,
15-Apr-10," 2,069.76 "," 2,079.86 ","2,074.81",10.10,-4.78,,,,
16-Apr-10," 2,074.86 "," 2,084.97 ","2,079.92",10.11,5.10,,,,
19-Apr-10," 2,077.30 "," 2,087.36 ","2,082.33",10.06,2.41,,,,
20-Apr-10," 2,078.21 "," 2,088.20 ","2,083.21",9.99,0.88,,,,
21-Apr-10," 2,075.49 "," 2,085.77 ","2,080.63",10.28,-2.57,,,,
22-Apr-10," 2,071.34 "," 2,081.69 ","2,076.52",10.35,-4.11,,,,
23-Apr-10," 2,077.59 "," 2,087.98 ","2,082.79",10.39,6.27,,,,
26-Apr-10," 2,078.08 "," 2,088.45 ","2,083.27",10.37,0.48,,,,
27-Apr-10," 2,083.88 "," 2,094.51 ","2,089.20",10.63,5.93,,,,
28-Apr-10," 2,093.71 "," 2,104.02 ","2,098.87",10.31,9.67,,,,
29-Apr-10," 2,109.08 "," 2,119.22 ","2,114.15",10.14,15.28,,,,
30-Apr-10," 2,117.83 "," 2,128.68 ","2,123.26",10.85,9.11,,,,
3-May-10," 2,100.80 "," 2,111.33 ","2,106.07",10.53,-17.19,,,,
4-May-10," 2,104.45 "," 2,114.45 ","2,109.45",10.00,3.38,,,,
5-May-10," 2,114.27 "," 2,124.83 ","2,119.55",10.56,10.10,,,,
6-May-10," 2,127.66 "," 2,138.20 ","2,132.93",10.54,13.38,,,,
7-May-10," 2,142.97 "," 2,153.51 ","2,148.24",10.54,15.31,,,,
10-May-10," 2,136.06 "," 2,146.54 ","2,141.30",10.48,-6.94,,,,
11-May-10," 2,138.99 "," 2,149.67 ","2,144.33",10.68,3.03,,,,
12-May-10," 2,144.50 "," 2,154.84 ","2,149.67",10.34,5.34,,,,
13-May-10," 2,139.46 "," 2,151.04 ","2,145.25",11.58,-4.42,,,,
14-May-10," 2,145.35 "," 2,155.35 ","2,150.35",10.00,5.10,,,,
17-May-10," 2,155.07 "," 2,166.56 ","2,160.82",11.49,10.47,,,,
18-May-10," 2,166.80 "," 2,178.15 ","2,172.48",11.35,11.66,,,,
19-May-10," 2,195.40 "," 2,208.04 ","2,201.72",12.64,29.24,,,,
20-May-10," 2,195.65 "," 2,208.04 ","2,201.85",12.39,0.13,,,,
21-May-10," 2,198.20 "," 2,210.20 ","2,204.20",12.00,2.35,,,,
24-May-10," 2,200.42 "," 2,213.17 ","2,206.80",12.75,2.60,,,,
25-May-10," 2,235.55 "," 2,246.93 ","2,241.24",11.38,34.44,,,,
26-May-10," 2,246.28 "," 2,257.26 ","2,251.77",10.98,10.53,,,,
27-May-10," 2,233.79 "," 2,245.23 ","2,239.51",11.44,-12.26,,,,
28-May-10," 2,223.56 "," 2,235.47 ","2,229.52",11.91,-10.00,,,,
31-May-10," 2,201.28 "," 2,216.55 ","2,208.92",15.27,-20.60,,,,
1-Jun-10," 2,221.39 "," 2,235.15 ","2,228.27",13.76,19.36,,,,
2-Jun-10," 2,247.56 "," 2,259.90 ","2,253.73",12.34,25.46,,,,
4-Jun-10," 2,268.62 "," 2,279.30 ","2,273.96",10.68,20.23,,,,
7-Jun-10," 2,285.23 "," 2,296.41 ","2,290.82",11.18,16.86,,,,
8-Jun-10," 2,280.55 "," 2,290.64 ","2,285.60",10.09,-5.22,,,,
10-Jun-10," 2,261.79 "," 2,272.50 ","2,267.15",10.71,-18.45,,,,
11-Jun-10," 2,225.29 "," 2,237.29 ","2,231.29",12.00,-35.86,,,,
14-Jun-10," 2,231.57 "," 2,242.47 ","2,237.02",10.90,5.73,,,,
15-Jun-10," 2,241.69 "," 2,252.27 ","2,246.98",10.58,9.96,,,,
16-Jun-10," 2,234.78 "," 2,245.69 ","2,240.24",10.91,-6.74,,,,
17-Jun-10," 2,250.28 "," 2,261.51 ","2,255.90",11.23,15.66,,,,
18-Jun-10," 2,251.41 "," 2,262.69 ","2,257.05",11.28,1.15,,,,
21-Jun-10," 2,245.34 "," 2,255.56 ","2,250.45",10.22,-6.60,,,,
22-Jun-10," 2,248.60 "," 2,258.82 ","2,253.71",10.22,3.26,,,,
23-Jun-10," 2,249.10 "," 2,259.16 ","2,254.13",10.06,0.42,,,,
24-Jun-10," 2,242.27 "," 2,252.89 ","2,247.58",10.62,-6.55,,,,
25-Jun-10," 2,251.15 "," 2,261.53 ","2,256.34",10.38,8.76,,,,
28-Jun-10," 2,252.84 "," 2,262.78 ","2,257.81",9.94,1.47,,,,
29-Jun-10," 2,271.94 "," 2,282.81 ","2,277.38",10.87,19.56,,,,
30-Jun-10," 2,278.28 "," 2,288.39 ","2,283.34",10.11,5.96,,,,
1-Jul-10," 2,269.27 "," 2,279.86 ","2,274.57",10.59,-8.77,,,,
2-Jul-10," 2,263.67 "," 2,273.99 ","2,268.83",10.32,-5.74,,,,
5-Jul-10," 2,257.76 "," 2,268.13 ","2,262.95",10.37,-5.88,,,,
6-Jul-10," 2,263.17 "," 2,273.14 ","2,268.16",9.97,5.21,,,,
7-Jul-10," 2,263.15 "," 2,273.05 ","2,268.10",9.90,-0.05,,,,
8-Jul-10," 2,260.00 "," 2,269.92 ","2,264.96",9.92,-3.14,,,,
9-Jul-10," 2,257.56 "," 2,267.73 ","2,262.65",10.17,-2.32,,,,
12-Jul-10," 2,264.07 "," 2,274.23 ","2,269.15",10.16,6.51,,,,
13-Jul-10," 2,269.40 "," 2,279.97 ","2,274.69",10.57,5.53,,,,
14-Jul-10," 2,261.06 "," 2,271.14 ","2,266.10",10.08,-8.59,,,,
15-Jul-10," 2,251.69 "," 2,262.02 ","2,256.86",10.33,-9.24,,,,
16-Jul-10," 2,244.89 "," 2,254.91 ","2,249.90",10.02,-6.96,,,,
19-Jul-10," 2,250.25 "," 2,260.17 ","2,255.21",9.92,5.31,,,,
20-Jul-10," 2,249.56 "," 2,259.80 ","2,254.68",10.24,-0.53,,,,
21-Jul-10," 2,252.69 "," 2,262.39 ","2,257.54",9.70,2.86,,,,
22-Jul-10," 2,249.42 "," 2,259.46 ","2,254.44",10.04,-3.10,,,,
23-Jul-10," 2,246.86 "," 2,257.40 ","2,252.13",10.54,-2.31,,,,
26-Jul-10," 2,241.48 "," 2,251.62 ","2,246.55",10.14,-5.58,,,,
27-Jul-10," 2,236.86 "," 2,246.85 ","2,241.86",9.99,-4.70,,,,
28-Jul-10," 2,238.09 "," 2,248.06 ","2,243.08",9.97,1.22,,,,
29-Jul-10," 2,231.27 "," 2,241.44 ","2,236.36",10.17,-6.72,,,,
30-Jul-10," 2,226.02 "," 2,237.13 ","2,231.58",11.11,-4.78,,,,
2-Aug-10," 2,219.60 "," 2,229.97 ","2,224.79",10.37,-6.79,,,,
3-Aug-10," 2,206.36 "," 2,216.80 ","2,211.58",10.44,-13.21,,,,
4-Aug-10," 2,197.78 "," 2,208.29 ","2,203.04",10.51,-8.55,,,,
5-Aug-10," 2,198.22 "," 2,208.28 ","2,203.25",10.06,0.22,,,,
6-Aug-10," 2,199.08 "," 2,209.32 ","2,204.20",10.24,0.95,,,,
9-Aug-10," 2,194.47 "," 2,204.23 ","2,199.35",9.76,-4.85,,,,
10-Aug-10," 2,196.93 "," 2,206.72 ","2,201.83",9.79,2.47,,,,
12-Aug-10," 2,212.26 "," 2,222.55 ","2,217.41",10.29,15.58,,,,
13-Aug-10," 2,209.73 "," 2,220.20 ","2,214.97",10.47,-2.44,,,,
16-Aug-10," 2,209.68 "," 2,219.74 ","2,214.71",10.06,-0.26,,,,
17-Aug-10," 2,209.60 "," 2,219.64 ","2,214.62",10.04,-0.09,,,,
18-Aug-10," 2,216.12 "," 2,226.60 ","2,221.36",10.48,6.74,,,,
19-Aug-10," 2,241.47 "," 2,251.90 ","2,246.69",10.43,25.33,,,,
20-Aug-10," 2,254.40 "," 2,264.94 ","2,259.67",10.54,12.99,,,,
23-Aug-10," 2,247.61 "," 2,257.90 ","2,252.76",10.29,-6.91,,,,
24-Aug-10," 2,253.63 "," 2,263.91 ","2,258.77",10.28,6.01,,,,
25-Aug-10," 2,255.79 "," 2,264.97 ","2,260.38",9.18,1.61,,,,
26-Aug-10," 2,248.58 "," 2,258.64 ","2,253.61",10.06,-6.77,,,,
27-Aug-10," 2,247.39 "," 2,257.64 ","2,252.52",10.25,-1.09,,,,
30-Aug-10," 2,258.05 "," 2,270.52 ","2,264.29",12.47,11.77,,,,
31-Aug-10," 2,264.71 "," 2,275.29 ","2,270.00",10.58,5.72,,,,
1-Sep-10," 2,258.85 "," 2,269.30 ","2,264.08",10.45,-5.93,,,,
2-Sep-10," 2,252.12 "," 2,262.48 ","2,257.30",10.36,-6.77,,,,
3-Sep-10," 2,245.19 "," 2,255.43 ","2,250.31",10.24,-6.99,,,,
6-Sep-10," 2,242.90 "," 2,252.72 ","2,247.81",9.82,-2.50,,,,
7-Sep-10," 2,252.07 "," 2,262.15 ","2,257.11",10.08,9.30,,,,
8-Sep-10," 2,260.73 "," 2,270.18 ","2,265.46",9.45,8.34,,,,
9-Sep-10," 2,254.01 "," 2,263.99 ","2,259.00",9.98,-6.45,,,,
13-Sep-10," 2,248.06 "," 2,257.98 ","2,253.02",9.92,-5.98,,,,
14-Sep-10," 2,244.80 "," 2,254.70 ","2,249.75",9.90,-3.27,,,,
15-Sep-10," 2,240.61 "," 2,250.57 ","2,245.59",9.96,-4.16,,,,
16-Sep-10," 2,241.70 "," 2,251.86 ","2,246.78",10.16,1.19,,,,
17-Sep-10," 2,239.32 "," 2,249.40 ","2,244.36",10.08,-2.42,,,,
20-Sep-10," 2,245.81 "," 2,255.52 ","2,250.67",9.71,6.30,,,,
21-Sep-10," 2,249.96 "," 2,259.87 ","2,254.92",9.91,4.25,,,,
22-Sep-10," 2,244.57 "," 2,254.61 ","2,249.59",10.04,-5.32,,,,
23-Sep-10," 2,243.84 "," 2,253.72 ","2,248.78",9.88,-0.81,,,,
24-Sep-10," 2,244.18 "," 2,254.04 ","2,249.11",9.86,0.33,,,,
27-Sep-10," 2,243.51 "," 2,253.34 ","2,248.43",9.83,-0.68,,,,
28-Sep-10," 2,241.36 "," 2,251.39 ","2,246.38",10.03,-2.05,,,,
29-Sep-10," 2,239.83 "," 2,249.90 ","2,244.87",10.07,-1.51,,,,
30-Sep-10," 2,239.33 "," 2,248.83 ","2,244.08",9.50,-0.78,,,,
1-Oct-10," 2,239.19 "," 2,248.89 ","2,244.04",9.70,-0.04,,,,
4-Oct-10," 2,243.34 "," 2,253.37 ","2,248.36",10.03,4.32,,,,
5-Oct-10," 2,244.95 "," 2,254.94 ","2,249.95",9.99,1.59,,,,
6-Oct-10," 2,244.81 "," 2,254.82 ","2,249.82",10.01,-0.13,,,,
7-Oct-10," 2,244.02 "," 2,253.84 ","2,248.93",9.82,-0.88,,,,
8-Oct-10," 2,244.90 "," 2,254.94 ","2,249.92",10.04,0.99,,,,
11-Oct-10," 2,248.13 "," 2,256.41 ","2,252.27",8.28,2.35,,,,
12-Oct-10," 2,255.46 "," 2,260.41 ","2,257.94",4.95,5.66,,,,
13-Oct-10," 2,259.49 "," 2,264.57 ","2,262.03",5.08,4.09,,,,
14-Oct-10," 2,258.25 "," 2,263.24 ","2,260.75",4.99,-1.28,,,,
15-Oct-10," 2,258.37 "," 2,263.32 ","2,260.85",4.95,0.10,,,,
18-Oct-10," 2,258.94 "," 2,263.97 ","2,261.46",5.03,0.61,,,,
19-Oct-10," 2,267.04 "," 2,271.88 ","2,269.46",4.84,8.01,,,,
20-Oct-10," 2,275.10 "," 2,280.27 ","2,277.69",5.17,8.22,,,,
21-Oct-10," 2,274.16 "," 2,279.14 ","2,276.65",4.98,-1.04,,,,
22-Oct-10," 2,274.75 "," 2,279.55 ","2,277.15",4.80,0.50,,,,
25-Oct-10," 2,276.19 "," 2,281.40 ","2,278.80",5.21,1.64,,,,
26-Oct-10," 2,278.77 "," 2,284.07 ","2,281.42",5.30,2.63,,,,
27-Oct-10," 2,281.91 "," 2,286.86 ","2,284.39",4.95,2.97,,,,
28-Oct-10," 2,282.14 "," 2,287.24 ","2,284.69",5.10,0.30,,,,
29-Oct-10," 2,282.22 "," 2,287.22 ","2,284.72",5.00,0.03,,,,
1-Nov-10," 2,282.17 "," 2,287.18 ","2,284.68",5.01,-0.04,,,,
2-Nov-10," 2,282.22 "," 2,287.23 ","2,284.73",5.01,0.05,,,,
3-Nov-10," 2,291.18 "," 2,298.13 ","2,294.66",6.95,9.93,,,,
4-Nov-10," 2,283.59 "," 2,293.14 ","2,288.37",9.55,-6.29,,,,
5-Nov-10," 2,272.88 "," 2,282.99 ","2,277.94",10.11,-10.43,,,,
8-Nov-10," 2,271.51 "," 2,281.63 ","2,276.57",10.12,-1.36,,,,
9-Nov-10," 2,277.10 "," 2,287.10 ","2,282.10",10.00,5.53,,,,
10-Nov-10," 2,284.03 "," 2,294.09 ","2,289.06",10.06,6.96,,,,
11-Nov-10," 2,276.29 "," 2,286.30 ","2,281.30",10.01,-7.77,,,,
12-Nov-10," 2,284.19 "," 2,294.13 ","2,289.16",9.94,7.86,,,,
15-Nov-10," 2,284.56 "," 2,294.49 ","2,289.53",9.93,0.36,,,,
17-Nov-10," 2,288.72 "," 2,298.74 ","2,293.73",10.02,4.20,,,,
18-Nov-10," 2,282.29 "," 2,292.38 ","2,287.34",10.09,-6.39,,,,
19-Nov-10," 2,278.19 "," 2,288.16 ","2,283.18",9.97,-4.16,,,,
22-Nov-10," 2,279.76 "," 2,289.74 ","2,284.75",9.98,1.57,,,,
23-Nov-10," 2,279.89 "," 2,289.90 ","2,284.90",10.01,0.14,,,,
24-Nov-10," 2,284.72 "," 2,294.67 ","2,289.70",9.95,4.80,,,,
25-Nov-10," 2,285.65 "," 2,295.77 ","2,290.71",10.12,1.02,,,,
26-Nov-10," 2,291.86 "," 2,301.78 ","2,296.82",9.92,6.11,,,,
29-Nov-10," 2,298.37 "," 2,308.61 ","2,303.49",10.24,6.67,,,,
30-Nov-10," 2,308.60 "," 2,318.73 ","2,313.67",10.13,10.18,,,,
1-Dec-10," 2,303.16 "," 2,315.18 ","2,309.17",12.02,-4.49,,,,
2-Dec-10," 2,286.51 "," 2,296.61 ","2,291.56",10.10,-17.61,,,,
3-Dec-10," 2,287.08 "," 2,297.96 ","2,292.52",10.88,0.96,,,,
6-Dec-10," 2,292.34 "," 2,302.08 ","2,297.21",9.74,4.69,,,,
7-Dec-10," 2,302.44 "," 2,312.81 ","2,307.63",10.37,10.42,,,,
8-Dec-10," 2,303.86 "," 2,314.40 ","2,309.13",10.54,1.51,,,,
9-Dec-10," 2,303.91 "," 2,313.91 ","2,308.91",10.00,-0.22,,,,
10-Dec-10," 2,300.64 "," 2,310.79 ","2,305.72",10.15,-3.19,,,,
13-Dec-10," 2,301.51 "," 2,311.49 ","2,306.50",9.98,0.78,,,,
14-Dec-10," 2,295.57 "," 2,305.30 ","2,300.44",9.73,-6.06,,,,
15-Dec-10," 2,294.53 "," 2,304.21 ","2,299.37",9.68,-1.07,,,,
16-Dec-10," 2,298.18 "," 2,308.19 ","2,303.19",10.01,3.82,,,,
17-Dec-10," 2,294.24 "," 2,304.19 ","2,299.22",9.95,-3.97,,,,
20-Dec-10," 2,287.94 "," 2,297.76 ","2,292.85",9.82,-6.36,,,,
21-Dec-10," 2,285.64 "," 2,295.55 ","2,290.60",9.91,-2.26,,,,
22-Dec-10," 2,292.77 "," 2,303.05 ","2,297.91",10.28,7.31,,,,
23-Dec-10," 2,299.14 "," 2,309.17 ","2,304.16",10.03,6.24,,,,
24-Dec-10," 2,297.46 "," 2,307.17 ","2,302.32",9.71,-1.84,,,,
27-Dec-10," 2,302.31 "," 2,312.54 ","2,307.43",10.23,5.11,,,,
28-Dec-10," 2,309.39 "," 2,319.47 ","2,314.43",10.08,7.00,,,,
29-Dec-10," 2,316.74 "," 2,327.18 ","2,321.96",10.44,7.53,,,,
30-Dec-10," 2,314.65 "," 2,325.13 ","2,319.89",10.48,-2.07,,,,
31-Dec-10," 2,302.58 "," 2,314.02 ","2,308.30",11.44,-11.59,,,,
3-Jan-11," 2,304.73 "," 2,315.09 ","2,309.91",10.36,1.61,,,,
4-Jan-11," 2,313.19 "," 2,323.54 ","2,318.37",10.35,8.45,,,,
5-Jan-11," 2,324.02 "," 2,334.43 ","2,329.23",10.41,10.86,,,,
6-Jan-11," 2,320.96 "," 2,330.95 ","2,325.96",9.99,-3.27,,,,
7-Jan-11," 2,325.97 "," 2,335.96 ","2,330.97",9.99,5.01,,,,
10-Jan-11," 2,333.03 "," 2,343.08 ","2,338.06",10.05,7.09,,,,
11-Jan-11," 2,337.54 "," 2,347.55 ","2,342.55",10.01,4.49,,,,
12-Jan-11," 2,337.67 "," 2,347.72 ","2,342.70",10.05,0.15,,,,
13-Jan-11," 2,343.35 "," 2,353.26 ","2,348.31",9.91,5.61,,,,
14-Jan-11," 2,357.46 "," 2,367.84 ","2,362.65",10.38,14.34,,,,
17-Jan-11," 2,370.28 "," 2,380.48 ","2,375.38",10.20,12.73,,,,
18-Jan-11," 2,385.86 "," 2,396.20 ","2,391.03",10.34,15.65,,,,
19-Jan-11," 2,366.21 "," 2,376.50 ","2,371.36",10.29,-19.67,,,,
20-Jan-11," 2,334.38 "," 2,345.22 ","2,339.80",10.84,-31.55,,,,
21-Jan-11," 2,325.84 "," 2,336.55 ","2,331.20",10.71,-8.61,,,,
24-Jan-11," 2,309.69 "," 2,320.36 ","2,315.03",10.67,-16.17,,,,
25-Jan-11," 2,297.46 "," 2,307.99 ","2,302.73",10.53,-12.30,,,,
27-Jan-11," 2,286.70 "," 2,298.50 ","2,292.60",11.80,-10.13,,,,
28-Jan-11," 2,287.10 "," 2,297.32 ","2,292.21",10.22,-0.39,,,,
31-Jan-11," 2,297.35 "," 2,308.07 ","2,302.71",10.72,10.50,,,,
1-Feb-11," 2,300.08 "," 2,310.25 ","2,305.17",10.17,2.45,,,,
2-Feb-11," 2,301.87 "," 2,311.84 ","2,306.86",9.97,1.69,,,,
3-Feb-11," 2,302.20 "," 2,312.10 ","2,307.15",9.90,0.29,,,,
4-Feb-11," 2,306.89 "," 2,317.07 ","2,311.98",10.18,4.83,,,,
7-Feb-11," 2,315.63 "," 2,325.44 ","2,320.54",9.81,8.55,,,,
